CIP13;NOM COURT;PRODUIT;Code EphMRA;Classe EphMRA;"Code
ATC";"Classe
ATC";"Code
ATC 2";"Libellé
ATC 2";Base de remboursement 2016-01;"Nombre de boites remboursées 
2016-01";"Montant remboursé 
2016-01";Base de remboursement 2016-02;"Nombre de boites remboursées 
2016-02";"Montant remboursé 
2016-02";Base de remboursement 2016-03;"Nombre de boites remboursées 
2016-03";"Montant remboursé 
2016-03";Base de remboursement 2016-04;"Nombre de boites remboursées 
2016-04";"Montant remboursé 
2016-04"
3400936295438;ALTEIS 40MG CPR 28;ALTEIS;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA08;OLMESARTAN MEDOXOMIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;16 €;1;16 €;33 €;2;33 €;81 €;4;76 €;16 €;1;16 €
3400936298859;TRANXENE 20MG GELULE 28;TRANXENE;N05C;TRANQUILLISANTS;N05BA05;CLORAZEPATE POTASSIQUE;N05;PSYCHOLEPTIQUES;92 630 €;19 216;81 501 €;91 567 €;19 231;80 131 €;100 962 €;21 240;88 734 €;92 947 €;19 514;81 831 €
3400936299221;GLUCOSE LAVOISIER 5 P. 100 SOL INJ 10/10 ML;GLUCOSE LAVOISIER;K04B1;SOLUTIONS STANDARDS <= 20ML;B05BA03;HYDRATES DE CARBONE;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;396 €;77;291 €;379 €;78;278 €;562 €;116;405 €;431 €;91;311 €
3400936299399;GLUCOSE LAVOISIER 5 P. 100 SOL INJ 10/20 ML;GLUCOSE LAVOISIER;K04B1;SOLUTIONS STANDARDS <= 20ML;B05BA03;HYDRATES DE CARBONE;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;136 €;19;91 €;170 €;23;125 €;121 €;17;96 €;71 €;10;46 €
3400936299689;GLUCOSE LAVOISIER 30 P. 100 SOL INJ 10/10 ML;GLUCOSE LAVOISIER;K04C;SOLUTIONS CALORIQUES < 100ML;B05BA03;HYDRATES DE CARBONE;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;1 668 €;306;1 334 €;2 186 €;402;1 736 €;2 304 €;417;1 835 €;2 237 €;402;1 730 €
3400936299740;GLUCOSE LAVOISIER 30 P. 100 SOL INJ 10/20 ML;GLUCOSE LAVOISIER;K04C;SOLUTIONS CALORIQUES < 100ML;B05BA03;HYDRATES DE CARBONE;B05;SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION;606 €;77;489 €;993 €;125;845 €;715 €;85;557 €;600 €;76;495 €
3400936308718;MYFORTIC 180MG CPR 120;MYFORTIC;L04X;AUTRES IMMUNOSUPPRESSEURS;L04AA06;MYCOPHENOLIQUE ACIDE;L04;IMMUNOSUPPRESSEURS;160 952 €;1 127;160 408 €;161 853 €;1 139;161 038 €;178 823 €;1 258;178 008 €;165 406 €;1 162;164 862 €
3400936309197;MYFORTIC 360MG CPR 120;MYFORTIC;L04X;AUTRES IMMUNOSUPPRESSEURS;L04AA06;MYCOPHENOLIQUE ACIDE;L04;IMMUNOSUPPRESSEURS;1 061 619 €;3 722;1 058 420 €;1 081 117 €;3 804;1 078 986 €;1 153 228 €;4 074;1 150 830 €;1 080 146 €;3 792;1 078 281 €
3400936309319;BISOPROLOL/HYDROCHLOROTHIAZIDE EG 10 MG/6,25 MG CPR 30;BISOPROLOL/HYDROCHLOROTHIAZIDE EG;C07B1;ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES;C07BB07;BISOPROLOL ET THIAZIDIQUES;C07;BETABLOQUANTS;7 502 €;1 336;5 908 €;7 922 €;1 412;6 246 €;9 281 €;1 663;7 325 €;9 803 €;1 757;7 785 €
3400936312500;FLUOXETINE CRISTERS 20MG GELULE 14;FLUOXETINE CRISTERS;N06A4;ANTIDEPRESSEURS INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE (SSRI);N06AB03;FLUOXETINE;N06;PSYCHOANALEPTIQUES;20 124 €;5 975;15 500 €;19 754 €;5 954;15 355 €;21 795 €;6 572;16 861 €;21 789 €;6 607;16 944 €
3400936313620;CAPTOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 50MG/25MG CPR SEC 28;CAPTOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN;C09B1;ASSOCIATIONS IEC ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES (C3);C09BA01;CAPTOPRIL ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;6 €;1;6 €;0 €;0;0 €;0 €;0;0 €;10 €;1;10 €
3400936313798;CAPTOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 50 MG/25 MG CPR SEC 28;CAPTOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN;C09B1;ASSOCIATIONS IEC ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES (C3);C09BA01;CAPTOPRIL ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;22 235 €;3 563;17 711 €;22 853 €;3 700;18 239 €;23 255 €;3 771;18 559 €;22 428 €;3 626;17 975 €
3400936314979;NICOTINELL 2MG GOMME MENT F SS SUCRE 36;NICOTINELL;N07B;MEDICAMENTS ANTITABAC;N07BA01;NICOTINE;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;899 €;70;899 €;873 €;72;873 €;1 325 €;100;1 309 €;1 018 €;76;1 000 €
3400936315341;NICOTINELL 2MG GOMME MENT SS SUCRE 96;NICOTINELL;N07B;MEDICAMENTS ANTITABAC;N07BA01;NICOTINE;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;2 696 €;147;2 660 €;3 532 €;191;3 512 €;3 874 €;206;3 855 €;2 688 €;146;2 688 €
3400936315860;NICOTINELL 4MG GOMME MENT F SS SUCRE 36;NICOTINELL;N07B;MEDICAMENTS ANTITABAC;N07BA01;NICOTINE;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;129 €;12;129 €;331 €;26;331 €;573 €;34;573 €;371 €;30;371 €
3400936316232;NICOTINELL 4MG GOMME MENT SS SUCRE 96;NICOTINELL;N07B;MEDICAMENTS ANTITABAC;N07BA01;NICOTINE;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;1 949 €;95;1 949 €;2 213 €;114;2 213 €;1 920 €;95;1 920 €;1 590 €;72;1 590 €
3400936316751;NICOTINELL 2MG GOMME FRUI SS SUCRE 36;NICOTINELL;N07B;MEDICAMENTS ANTITABAC;N07BA01;NICOTINE;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;388 €;28;388 €;419 €;35;419 €;518 €;38;511 €;232 €;22;232 €
3400936317123;NICOTINELL 2MG GOMME FRUI SS SUCRE 96;NICOTINELL;N07B;MEDICAMENTS ANTITABAC;N07BA01;NICOTINE;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;1 006 €;48;1 006 €;554 €;26;554 €;769 €;36;753 €;810 €;32;810 €
3400936318304;PARACETAMOL SANDOZ 500MG GELULE 16;PARACETAMOL SANDOZ;N02B;NON NARCOTIQUES ET ANTIPYRETIQUES;N02BE01;PARACETAMOL;N02;ANALGESIQUES;93 147 €;81 956;70 063 €;94 125 €;83 190;70 501 €;103 552 €;91 580;77 175 €;96 156 €;84 935;72 329 €
3400936318991;CAPTOPRIL/HYDROCHLOROTHIAZIDE ARROW 50 MG/25 MG CPR SEC (PLAQ) 28;CAPTOPRIL/HYDROCHLOROTHIAZIDE ARROW;C09B1;ASSOCIATIONS IEC ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES (C3);C09BA01;CAPTOPRIL ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;4 796 €;769;3 846 €;5 001 €;810;4 001 €;5 555 €;892;4 428 €;5 457 €;870;4 319 €
3400936319882;FENOFIBRATE ZYDUS 67MG GELULE 60;FENOFIBRATE ZYDUS;C10A2;FIBRATES;C10AB05;FENOFIBRATE;C10;AGENTS MODIFIANT LES LIPIDES;1 498 €;385;1 153 €;1 595 €;416;1 216 €;1 706 €;439;1 288 €;1 576 €;410;1 191 €
3400936319943;FENOFIBRATE ZYDUS 200MG GELULE 30;FENOFIBRATE ZYDUS;C10A2;FIBRATES;C10AB05;FENOFIBRATE;C10;AGENTS MODIFIANT LES LIPIDES;8 436 €;1 131;6 692 €;8 392 €;1 130;6 609 €;8 819 €;1 201;6 953 €;8 721 €;1 174;6 886 €
3400936320482;FLUOXETINE MYLAN 20MG CPR DISP SEC 28;FLUOXETINE MYLAN;N06A4;ANTIDEPRESSEURS INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE (SSRI);N06AB03;FLUOXETINE;N06;PSYCHOANALEPTIQUES;190 495 €;26 637;146 817 €;227 893 €;32 123;175 509 €;247 525 €;34 928;190 888 €;152 055 €;22 131;117 129 €
3400936321083;LORATADINE TEVA 10MG CPR 15;LORATADINE TEVA;R06A;ANTIHISTAMINIQUES SYSTEMIQUES;R06AX13;LORATADINE;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;41 627 €;16 823;15 533 €;44 263 €;18 325;16 323 €;50 582 €;20 970;18 609 €;60 491 €;25 019;21 613 €
3400936321663;DOMPERIDONE ARROW 10MG CPR 40;DOMPERIDONE ARROW;A03F;MEDICAMENTS DE LA MOTRICITE DIGESTIVE;A03FA03;DOMPERIDONE;A03;MEDICAMENTS POUR LES TROUBLES FONCTIONNELS GASTROINTESTINAUX;41 299 €;18 788;17 921 €;40 126 €;18 619;17 591 €;42 533 €;19 813;18 868 €;35 890 €;16 662;16 127 €
3400936324565;OMEPRAZOLE MYLAN GENERIQUES 20MG GELULE 14;OMEPRAZOLE MYLAN GENERIQUES;A02B2;INHIBITEURS DE LA POMPE A PROTONS;A02BC01;OMEPRAZOLE;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €;12 €;1;8 €
3400936324626;OMEPRAZOLE MYLAN GENERIQUES 20MG GELULE 28;OMEPRAZOLE MYLAN GENERIQUES;A02B2;INHIBITEURS DE LA POMPE A PROTONS;A02BC01;OMEPRAZOLE;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €
3400936325395;OMEPRAZOLE QUALIMED 20MG GELULE 28;OMEPRAZOLE QUALIMED;A02B2;INHIBITEURS DE LA POMPE A PROTONS;A02BC01;OMEPRAZOLE;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;0 €;0;0 €;0 €;0;0 €;8 €;1;5 €;16 €;2;11 €
3400936326118;AMISULPRIDE EG 200MG CPR SEC 60;AMISULPRIDE EG;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AL05;AMISULPRIDE;N05;PSYCHOLEPTIQUES;13 650 €;323;12 833 €;14 259 €;334;13 278 €;16 434 €;387;15 325 €;15 917 €;377;14 955 €
3400936327986;CHLORMADINONE MYLAN 5MG CPR 10;CHLORMADINONE MYLAN;G03D;PROGESTATIFS, G03A ET G03F EXCLUS;G03DB06;CHLORMADINONE;G03;HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE;35 693 €;22 312;23 919 €;37 176 €;23 444;24 871 €;39 860 €;25 093;26 662 €;38 929 €;24 528;26 053 €
3400936329539;RAMIPRIL ZENTIVA 10MG CPR 30;RAMIPRIL ZENTIVA;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA05;RAMIPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;107 649 €;15 237;97 783 €;108 562 €;15 407;98 287 €;116 002 €;16 481;105 142 €;109 437 €;15 515;99 047 €
3400936336681;PARACETAMOL ARROW 1G CPR EFF SEC 8;PARACETAMOL ARROW;N02B;NON NARCOTIQUES ET ANTIPYRETIQUES;N02BE01;PARACETAMOL;N02;ANALGESIQUES;54 206 €;47 190;38 820 €;59 957 €;52 570;42 917 €;66 224 €;58 275;47 265 €;56 369 €;49 723;40 505 €
3400936341593;RETROVIR 100 MG/10 ML SOL BUV 1/200 ML;RETROVIR;J05C1;INHIBITEURS DE LA TRANSCRIPTASE INVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;J05AF01;ZIDOVUDINE;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;353 €;12;353 €;410 €;14;410 €;938 €;32;938 €;703 €;24;703 €
3400936341654;BACTROBAN 2% POMMADE NASALE 1/3 G;BACTROBAN;R01A4;ANTIINFECTIEUX SANS CORTICOIDES A USAGE NASAL;R01AX06;MUPIROCINE;R01;PREPARATIONS NASALES;19 634 €;3 739;14 200 €;21 182 €;4 027;15 229 €;24 144 €;4 598;17 377 €;20 343 €;3 896;14 676 €
3400936344266;BI TILDIEM LP 120MG CPR 28;BI TILDIEM;C08A;ANTAGONISTES CALCIQUES NON ASSOCIES;C08DB01;DILTIAZEM;C08;INHIBITEURS CALCIQUES;94 350 €;8 161;88 047 €;92 441 €;8 328;86 444 €;69 965 €;8 750;65 526 €;65 306 €;8 234;60 935 €
3400936344495;BI TILDIEM LP 90MG CPR 28;BI TILDIEM;C08A;ANTAGONISTES CALCIQUES NON ASSOCIES;C08DB01;DILTIAZEM;C08;INHIBITEURS CALCIQUES;119 625 €;11 593;108 986 €;115 596 €;11 707;105 603 €;89 690 €;12 550;81 857 €;83 071 €;11 779;75 778 €
3400936344617;XYLOCAINE 2% GEL URETRAL 10G SER 1/10 G;XYLOCAINE;N01B3;ANESTHESIQUES LOCAUX A USAGE TOPIQUE;N01BB02;LIDOCAINE;N01;ANESTHESIQUES;71 759 €;23 790;60 580 €;72 559 €;24 402;61 403 €;79 062 €;26 674;66 481 €;71 503 €;24 450;60 240 €
3400936344846;EMTRIVA 10MG/ML SOL BUV FL 170ML 1/170 ML;EMTRIVA;J05C1;INHIBITEURS DE LA TRANSCRIPTASE INVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;J05AF09;EMTRICITABINE;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;961 €;24;961 €;480 €;12;480 €;559 €;14;519 €;519 €;13;519 €
3400936345386;STALEVO 50MG CPR 100;STALEVO;N04A;ANTIPARKINSONIENS;N04BA03;LEVODOPA, INHIBITEUR DE LA DECARBOXYLASE ET INHIBITEUR DE LA COMT;N04;ANTIPARKINSONIENS;204 622 €;2 121;196 254 €;205 454 €;2 127;197 682 €;191 404 €;2 259;184 272 €;161 338 €;2 055;156 425 €
3400936345737;STALEVO 100MG CPR 100;STALEVO;N04A;ANTIPARKINSONIENS;N04BA03;LEVODOPA, INHIBITEUR DE LA DECARBOXYLASE ET INHIBITEUR DE LA COMT;N04;ANTIPARKINSONIENS;671 313 €;6 574;654 174 €;666 843 €;6 546;648 387 €;618 020 €;6 990;601 639 €;530 942 €;6 448;516 392 €
3400936346277;STALEVO 150MG CPR 100;STALEVO;N04A;ANTIPARKINSONIENS;N04BA03;LEVODOPA, INHIBITEUR DE LA DECARBOXYLASE ET INHIBITEUR DE LA COMT;N04;ANTIPARKINSONIENS;575 960 €;5 399;564 194 €;590 116 €;5 518;575 958 €;526 322 €;5 712;513 957 €;456 119 €;5 295;445 924 €
3400936346628;NEORECORMON 30 000UI SOL INJ SER 4/0,6 ML;NEORECORMON;B03C;ERYTHROPOIETINE ET SIMILAIRES;B03XA01;ERYTHROPOIETINE;B03;PREPARATIONS ANTIANEMIQUES;3 183 629 €;3 626;3 115 540 €;3 377 143 €;3 854;3 305 132 €;3 591 446 €;4 106;3 516 374 €;3 405 181 €;3 904;3 330 109 €
3400936346796;SIFROL 0,088 MG CPR 30;SIFROL;N04A;ANTIPARKINSONIENS;N04BC05;PRAMIPEXOLE;N04;ANTIPARKINSONIENS;5 €;1;5 €;10 €;2;7 €;0 €;0;0 €;5 €;1;5 €
3400936346918;SIFROL 0,18MG CPR 30;SIFROL;N04A;ANTIPARKINSONIENS;N04BC05;PRAMIPEXOLE;N04;ANTIPARKINSONIENS;81 413 €;14 227;62 051 €;81 659 €;14 372;62 393 €;88 009 €;15 573;67 244 €;84 238 €;14 863;64 305 €
3400936347168;SIFROL 0,18MG CPR 100;SIFROL;N04A;ANTIPARKINSONIENS;N04BC05;PRAMIPEXOLE;N04;ANTIPARKINSONIENS;77 671 €;3 868;59 400 €;80 097 €;4 002;61 055 €;82 576 €;4 128;62 964 €;80 299 €;4 000;60 747 €
3400936347229;SIFROL 0,35 MG CPR 30;SIFROL;N04A;ANTIPARKINSONIENS;N04BC05;PRAMIPEXOLE;N04;ANTIPARKINSONIENS;64 €;3;64 €;21 €;1;14 €;0 €;0;0 €;0 €;0;0 €
3400936347458;SIFROL 0,7MG CPR 30;SIFROL;N04A;ANTIPARKINSONIENS;N04BC05;PRAMIPEXOLE;N04;ANTIPARKINSONIENS;55 332 €;2 267;47 505 €;56 517 €;2 307;48 261 €;60 385 €;2 481;52 299 €;58 759 €;2 421;50 418 €
3400936347519;SIFROL 0,7MG CPR 100;SIFROL;N04A;ANTIPARKINSONIENS;N04BC05;PRAMIPEXOLE;N04;ANTIPARKINSONIENS;51 489 €;675;46 949 €;53 917 €;699;48 956 €;55 582 €;724;50 853 €;51 957 €;686;47 278 €
3400936347977;GONAL F 300UI/0,5ML SOL INJ STYLO 1/0,5 ML;GONAL F;G03G;GONADOTROPHINES, AUTRES STIMULANTS DE L'OVULATION INCLUS;G03GA05;FOLLITROPINE ALFA;G03;HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE;505 402 €;4 192;502 405 €;539 454 €;4 480;537 841 €;578 132 €;4 799;574 792 €;545 552 €;4 493;541 866 €
3400936348059;GONAL F 450UI/0,75ML SOL INJ STYLO 1/0,75 ML;GONAL F;G03G;GONADOTROPHINES, AUTRES STIMULANTS DE L'OVULATION INCLUS;G03GA05;FOLLITROPINE ALFA;G03;HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE;729 590 €;4 043;725 826 €;745 677 €;4 171;742 598 €;812 708 €;4 503;810 484 €;712 408 €;3 989;709 159 €
3400936348110;GONAL F 900UI/1,5ML SOL INJ STYLO 1/1,5 ML;GONAL F;G03G;GONADOTROPHINES, AUTRES STIMULANTS DE L'OVULATION INCLUS;G03GA05;FOLLITROPINE ALFA;G03;HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE;4 063 882 €;11 567;4 048 467 €;4 148 192 €;11 827;4 134 453 €;4 386 444 €;12 575;4 369 911 €;3 916 745 €;11 191;3 902 671 €
3400936348578;BONDRONAT 6MG/6ML SOL INJ FL 1/6 ML;BONDRONAT;M05B4;DIPHOSPHONATES POUR LES TROUBLES DU CALCIUM TUMEUR DEPENDANTS;M05BA06;IBANDRONIQUE ACIDE;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;1 718 €;6;1 517 €;2 003 €;7;2 003 €;3 433 €;12;3 133 €;2 289 €;8;2 189 €
3400936348929;EXELON 2 MG/ML SOL BUV 1/50 ML;EXELON;N07D1;MEDICAMENTS CONTRE LA MALADIE D'ALZHEIMER, INHIBITEURS DE LA CHOLINESTERASE;N06DA03;RIVASTIGMINE;N06;PSYCHOANALEPTIQUES;13 587 €;416;12 317 €;13 310 €;403;11 405 €;15 071 €;462;13 060 €;14 297 €;435;12 637 €
3400936349001;FASLODEX 250MG/5ML SOL INJ 1/5 ML;FASLODEX;L02B9;AUTRES ANTAGONISTES HORMONES CYTOSTATIQUES;L02BA03;FULVESTRANT;L02;THERAPEUTIQUE ENDOCRINE;2 289 730 €;7 698;2 287 462 €;2 534 583 €;8 516;2 533 449 €;2 719 852 €;9 154;2 715 882 €;2 592 449 €;8 703;2 591 032 €
3400936349469;PARACETAMOL SANDOZ 1G CPR EFF SEC 8;PARACETAMOL SANDOZ;N02B;NON NARCOTIQUES ET ANTIPYRETIQUES;N02BE01;PARACETAMOL;N02;ANALGESIQUES;485 €;408;363 €;313 €;289;216 €;460 €;399;348 €;339 €;314;261 €
3400936350700;EMEND 80MG GELULE 2;EMEND;A04A9;AUTRES ANTIEMETIQUES ET ANTINAUSEEUX;A04AD12;APREPITANT;A04;ANTIEMETIQUES ET ANTINAUSEEUX;274 775 €;5 678;264 519 €;294 242 €;6 062;283 749 €;314 674 €;6 479;302 630 €;291 249 €;6 024;281 382 €
3400936351189;EMEND 80MG ET 125MG GELULES 3;EMEND;A04A9;AUTRES ANTIEMETIQUES ET ANTINAUSEEUX;A04AD12;APREPITANT;A04;ANTIEMETIQUES ET ANTINAUSEEUX;3 264 690 €;45 719;3 168 842 €;3 409 411 €;47 818;3 305 871 €;3 655 541 €;51 350;3 541 969 €;3 452 615 €;48 550;3 342 073 €
3400936357792;OFLOXACINE RATIOPHARM 200MG CPR 10;OFLOXACINE RATIOPHARM;J01G1;FLUOROQUINOLONES ORALES;J01MA01;OFLOXACINE;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;0 €;0;0 €;31 €;3;20 €;102 €;9;94 €;75 €;7;49 €
3400936358393;OFLOXACINE EG 200MG CPR 10;OFLOXACINE EG;J01G1;FLUOROQUINOLONES ORALES;J01MA01;OFLOXACINE;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;100 990 €;8 987;71 752 €;99 142 €;8 865;69 991 €;113 580 €;10 170;80 819 €;118 302 €;10 628;84 150 €
3400936358454;ACICLOVIR BIOGARAN 5 P. 100 CREME TUBE 1/10 G;ACICLOVIR BIOGARAN;D06D1;ANTIVIRAUX A USAGE TOPIQUE;D06BB03;ACICLOVIR;D06;ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE;175 125 €;25 772;34 989 €;185 366 €;27 467;37 069 €;206 682 €;30 706;41 050 €;170 574 €;25 131;34 577 €
3400936359925;CETIRIZINE ARROW 10MG CPR SEC 15;CETIRIZINE ARROW;R06A;ANTIHISTAMINIQUES SYSTEMIQUES;R06AE07;CETIRIZINE;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;66 893 €;29 134;25 165 €;72 033 €;31 886;26 928 €;84 085 €;37 429;31 002 €;96 557 €;43 080;34 913 €
3400936361294;AMISULPRIDE RATIOPHARM 100MG CPR SEC 30;AMISULPRIDE RATIOPHARM;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AL05;AMISULPRIDE;N05;PSYCHOLEPTIQUES;10 €;1;7 €;10 €;1;7 €;0 €;0;0 €;10 €;1;7 €
3400936361584;AMISULPRIDE RATIOPHARM 200MG CPR SEC 60;AMISULPRIDE RATIOPHARM;N05A1;ANTIPSYCHOTIQUES ATYPIQUES;N05AL05;AMISULPRIDE;N05;PSYCHOLEPTIQUES;0 €;0;0 €;84 €;2;69 €;209 €;5;209 €;84 €;2;69 €
3400936362185;CEFUROXIME ZENTIVA 250 MG CPR 8;CEFUROXIME ZENTIVA;J01D1;CEPHALOSPORINES ORALES;J01DC02;CEFUROXIME;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;1 083 €;195;733 €;759 €;135;502 €;605 €;115;414 €;290 €;54;194 €
3400936362307;CEFUROXIME ZENTIVA 125MG CPR 8;CEFUROXIME ZENTIVA;J01D1;CEPHALOSPORINES ORALES;J01DC02;CEFUROXIME;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;181 €;60;119 €;202 €;77;132 €;127 €;46;86 €;130 €;44;86 €
3400936362536;CEFUROXIME ZENTIVA 500MG CPR 8;CEFUROXIME ZENTIVA;J01D1;CEPHALOSPORINES ORALES;J01DC02;CEFUROXIME;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;4 723 €;544;3 325 €;3 083 €;341;2 157 €;2 221 €;239;1 541 €;1 432 €;171;1 024 €
3400936362994;ENALAPRIL/HYDROCHLOROTHIAZIDE RPG 20 MG/12,5MG CPR SEC 28;ENALAPRIL/HYDROCHLOROTHIAZIDE RPG;C09B1;ASSOCIATIONS IEC ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES (C3);C09BA02;ENALAPRIL ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;1 707 €;275;1 404 €;1 673 €;274;1 367 €;1 821 €;297;1 484 €;1 549 €;252;1 247 €
3400936363366;BISOPROLOL/HYDROCHLOROTHIAZIDE EG 10 MG/6,25 MG CPR 90;BISOPROLOL/HYDROCHLOROTHIAZIDE EG;C07B1;ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES;C07BB07;BISOPROLOL ET THIAZIDIQUES;C07;BETABLOQUANTS;12 755 €;814;9 534 €;13 896 €;894;10 359 €;16 540 €;1 073;12 392 €;15 169 €;967;11 366 €
3400936363717;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM 2,5 MG/6,25 MG CPR 30;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM;C07B1;ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES;C07BB07;BISOPROLOL ET THIAZIDIQUES;C07;BETABLOQUANTS;6 €;1;4 €;0 €;0;0 €;5 €;1;5 €;0 €;0;0 €
3400936364547;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM 5 MG/6,25 MG CPR 30;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM;C07B1;ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES;C07BB07;BISOPROLOL ET THIAZIDIQUES;C07;BETABLOQUANTS;5 €;1;3 €;16 €;3;12 €;5 €;1;5 €;0 €;0;0 €
3400936365148;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM 5 MG/6,25 MG CPR 90;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM;C07B1;ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES;C07BB07;BISOPROLOL ET THIAZIDIQUES;C07;BETABLOQUANTS;0 €;0;0 €;0 €;0;0 €;15 €;1;10 €;0 €;0;0 €
3400936365728;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM 10 MG/6,25 MG CPR 30;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM;C07B1;ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES;C07BB07;BISOPROLOL ET THIAZIDIQUES;C07;BETABLOQUANTS;5 €;1;5 €;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €
3400936366268;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM 10 MG/6,25 MG CPR 90;BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM;C07B1;ASSOCIATIONS AVEC ANTIHYPERTENSEURS ET/OU DIURETIQUES;C07BB07;BISOPROLOL ET THIAZIDIQUES;C07;BETABLOQUANTS;15 €;1;10 €;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €
3400936366848;MONOSEPT 0,25 P. 1000 (0,1 MG/0,4 ML) COLLYRE UNIDOSE 30/0,4 ML;MONOSEPT;S01G6;ANTISEPTIQUES OCULAIRES;S01AX;AUTRES ANTIINFECTIEUX;S01;MEDICAMENTS OPHTALMOLOGIQUES;64 160 €;21 299;22 682 €;69 461 €;23 396;24 077 €;77 558 €;26 037;27 226 €;69 713 €;23 406;24 194 €
